userId,deviceId,time,consume,totalConsume,isAtHome,isAnomalous
1,1,2018-03-05 01:00:00,9,737,U,0
1,1,2018-03-05 02:00:00,5,742,U,0
1,1,2018-03-05 03:00:00,0,742,U,0
1,1,2018-03-05 04:00:00,0,742,U,0
1,1,2018-03-05 05:00:00,0,742,U,0
1,1,2018-03-05 06:00:00,0,742,U,0
1,1,2018-03-05 07:00:00,0,742,U,0
1,1,2018-03-05 08:00:00,0,742,U,0
1,1,2018-03-05 09:00:00,0,742,U,0
1,1,2018-03-05 10:00:00,18,760,U,0
1,1,2018-03-05 11:00:00,26,786,U,0
1,1,2018-03-05 12:00:00,0,786,U,0
1,1,2018-03-05 13:00:00,11,797,U,0
1,1,2018-03-05 14:00:00,72,869,U,0
1,1,2018-03-05 15:00:00,0,869,U,0
1,1,2018-03-05 16:00:00,6,875,U,0
1,1,2018-03-05 17:00:00,0,875,U,0
1,1,2018-03-05 18:00:00,5,880,U,0
1,1,2018-03-05 19:00:00,0,880,U,0
1,1,2018-03-05 20:00:00,91,971,U,0
1,1,2018-03-06 01:00:00,15,986,U,0
1,1,2018-03-06 02:00:00,0,986,U,0
1,1,2018-03-06 03:00:00,0,986,U,0
1,1,2018-03-06 04:00:00,0,986,U,0
1,1,2018-03-06 05:00:00,0,986,U,0
1,1,2018-03-06 06:00:00,5,991,U,0
1,1,2018-03-06 07:00:00,0,991,U,0
1,1,2018-03-06 08:00:00,5,996,U,0
1,1,2018-03-06 09:00:00,0,996,U,0
1,1,2018-03-06 10:00:00,0,996,U,0
1,1,2018-03-06 11:00:00,7,1003,U,0
1,1,2018-03-06 12:00:00,0,1003,U,0
1,1,2018-03-06 13:00:00,4,1007,U,0
1,1,2018-03-06 14:00:00,0,1007,U,0
1,1,2018-03-06 15:00:00,0,1007,U,0
1,1,2018-03-06 16:00:00,0,1007,U,0
1,1,2018-03-06 17:00:00,6,1013,U,0
1,1,2018-03-06 18:00:00,2,1015,U,0
1,1,2018-03-06 19:00:00,0,1015,U,0
1,1,2018-03-06 20:00:00,0,1015,U,0
1,1,2018-03-06 21:00:00,5,1020,U,0
1,1,2018-03-06 22:00:00,15,1035,U,0
1,1,2018-03-06 23:00:00,14,1049,U,0
1,1,2018-03-07 00:00:00,96,1145,U,0
1,1,2018-03-07 01:00:00,0,1145,U,0
1,1,2018-03-07 02:00:00,0,1145,U,0
1,1,2018-03-07 03:00:00,0,1145,U,0
1,1,2018-03-07 04:00:00,0,1145,U,0
1,1,2018-03-07 05:00:00,0,1145,U,0
1,1,2018-03-07 06:00:00,0,1145,U,0
1,1,2018-03-07 07:00:00,0,1145,U,0
1,1,2018-03-07 08:00:00,4,1149,U,0
1,1,2018-03-07 13:00:00,31,1180,U,0
1,1,2018-03-07 14:00:00,0,1180,U,0
1,1,2018-03-07 15:00:00,0,1180,U,0
1,1,2018-03-07 16:00:00,5,1185,U,0
1,1,2018-03-07 17:00:00,0,1185,U,0
1,1,2018-03-07 18:00:00,0,1185,U,0
1,1,2018-03-07 19:00:00,0,1185,U,0
1,1,2018-03-07 20:00:00,3,1188,U,0
1,1,2018-03-07 21:00:00,11,1199,U,0
1,1,2018-03-07 22:00:00,5,1204,U,0
1,1,2018-03-07 23:00:00,0,1204,U,0
1,1,2018-03-08 00:00:00,25,1229,U,0
1,1,2018-03-08 01:00:00,33,1262,U,0
1,1,2018-03-08 02:00:00,33,1295,U,0
1,1,2018-03-08 03:00:00,32,1327,U,0
1,1,2018-03-08 04:00:00,33,1360,U,0
1,1,2018-03-08 05:00:00,32,1392,U,0
1,1,2018-03-08 06:00:00,32,1424,U,0
1,1,2018-03-08 07:00:00,32,1456,U,0
1,1,2018-03-08 08:00:00,35,1491,U,0
1,1,2018-03-08 13:00:00,208,1699,U,0
1,1,2018-03-08 14:00:00,12,1711,U,0
1,1,2018-03-08 15:00:00,0,1711,U,0
1,1,2018-03-08 16:00:00,1,1712,U,0
1,1,2018-03-08 17:00:00,0,1712,U,0
1,1,2018-03-08 18:00:00,0,1712,U,0
1,1,2018-03-08 19:00:00,0,1712,U,0
1,1,2018-03-08 20:00:00,17,1729,U,0
1,1,2018-03-09 01:00:00,29,1758,U,0
1,1,2018-03-09 02:00:00,0,1758,U,0
1,1,2018-03-09 03:00:00,0,1758,U,0
1,1,2018-03-09 04:00:00,0,1758,U,0
1,1,2018-03-09 05:00:00,0,1758,U,0
1,1,2018-03-09 06:00:00,0,1758,U,0
1,1,2018-03-09 07:00:00,6,1764,U,0
1,1,2018-03-09 08:00:00,18,1782,U,0
1,1,2018-03-09 09:00:00,14,1796,U,0
1,1,2018-03-09 10:00:00,0,1796,U,0
1,1,2018-03-09 11:00:00,0,1796,U,0
1,1,2018-03-09 12:00:00,60,1856,U,0
1,1,2018-03-09 17:00:00,22,1878,U,0
1,1,2018-03-09 18:00:00,40,1918,U,0
1,1,2018-03-09 19:00:00,3,1921,U,0
1,1,2018-03-09 20:00:00,9,1930,U,0
1,1,2018-03-09 21:00:00,4,1934,U,0
1,1,2018-03-09 22:00:00,5,1939,U,0
1,1,2018-03-09 23:00:00,1,1940,U,0
1,1,2018-03-10 00:00:00,12,1952,U,0
1,1,2018-03-10 05:00:00,0,1952,U,0
1,1,2018-03-10 06:00:00,0,1952,U,0
1,1,2018-03-10 07:00:00,0,1952,U,0
1,1,2018-03-10 08:00:00,16,1968,U,0
1,1,2018-03-10 09:00:00,0,1968,U,0
1,1,2018-03-10 10:00:00,0,1968,U,0
1,1,2018-03-10 11:00:00,0,1968,U,0
1,1,2018-03-10 12:00:00,0,1968,U,0
1,1,2018-03-10 13:00:00,0,1968,U,0
1,1,2018-03-10 14:00:00,1,1969,U,0
1,1,2018-03-10 15:00:00,0,1969,U,0
1,1,2018-03-10 16:00:00,0,1969,U,0
1,1,2018-03-10 21:00:00,0,1969,U,0
1,1,2018-03-10 22:00:00,1,1970,U,0
1,1,2018-03-10 23:00:00,0,1970,U,0
1,1,2018-03-11 00:00:00,0,1970,U,0
1,1,2018-03-11 01:00:00,0,1970,U,0
1,1,2018-03-11 02:00:00,0,1970,U,0
1,1,2018-03-11 03:00:00,0,1970,U,0
1,1,2018-03-11 04:00:00,0,1970,U,0
1,1,2018-03-11 05:00:00,0,1970,U,0
1,1,2018-03-11 06:00:00,0,1970,U,0
1,1,2018-03-11 07:00:00,0,1970,U,0
1,1,2018-03-11 08:00:00,0,1970,U,0
1,1,2018-03-11 09:00:00,0,1970,U,0
1,1,2018-03-11 10:00:00,0,1970,U,0
1,1,2018-03-11 11:00:00,52,2022,U,0
1,1,2018-03-11 12:00:00,6,2028,U,0
1,1,2018-03-11 13:00:00,6,2034,U,0
1,1,2018-03-11 14:00:00,0,2034,U,0
1,1,2018-03-11 15:00:00,0,2034,U,0
1,1,2018-03-11 16:00:00,0,2034,U,0
1,1,2018-03-11 17:00:00,0,2034,U,0
1,1,2018-03-11 18:00:00,0,2034,U,0
1,1,2018-03-11 19:00:00,0,2034,U,0
1,1,2018-03-11 20:00:00,97,2131,U,0
1,1,2018-03-11 21:00:00,11,2142,U,0
1,1,2018-03-11 22:00:00,27,2169,U,0
1,1,2018-03-11 23:00:00,0,2169,U,0
1,1,2018-03-12 00:00:00,20,2189,U,0
1,1,2018-03-12 01:00:00,17,2206,U,0
1,1,2018-03-12 02:00:00,14,2220,U,0
1,1,2018-03-12 03:00:00,14,2234,U,0
1,1,2018-03-12 04:00:00,12,2246,U,0
1,1,2018-03-12 13:00:00,144,2390,U,0
1,1,2018-03-12 14:00:00,9,2399,U,0
1,1,2018-03-12 15:00:00,56,2455,U,0
1,1,2018-03-12 16:00:00,71,2526,U,0
1,1,2018-03-12 17:00:00,60,2586,U,0
1,1,2018-03-12 18:00:00,17,2603,U,0
1,1,2018-03-12 19:00:00,37,2640,U,0
1,1,2018-03-12 20:00:00,0,2640,U,0
1,1,2018-03-12 21:00:00,0,2640,U,0
1,1,2018-03-12 22:00:00,8,2648,U,0
1,1,2018-03-12 23:00:00,0,2648,U,0
1,1,2018-03-13 00:00:00,0,2648,U,0
1,1,2018-03-13 05:00:00,9,2657,U,0
1,1,2018-03-13 06:00:00,0,2657,U,0
1,1,2018-03-13 07:00:00,0,2657,U,0
1,1,2018-03-13 08:00:00,0,2657,U,0
1,1,2018-03-13 13:00:00,107,2764,U,0
1,1,2018-03-13 14:00:00,0,2764,U,0
1,1,2018-03-13 15:00:00,1,2765,U,0
1,1,2018-03-13 16:00:00,0,2765,U,0
1,1,2018-03-13 17:00:00,0,2765,U,0
1,1,2018-03-13 18:00:00,0,2765,U,0
1,1,2018-03-13 19:00:00,0,2765,U,0
1,1,2018-03-13 20:00:00,0,2765,U,0
1,1,2018-03-13 21:00:00,0,2765,U,0
1,1,2018-03-13 22:00:00,0,2765,U,0
1,1,2018-03-13 23:00:00,5,2770,U,0
1,1,2018-03-14 00:00:00,6,2776,U,0
1,1,2018-03-14 09:00:00,21,2797,U,0
1,1,2018-03-14 10:00:00,0,2797,U,0
1,1,2018-03-14 11:00:00,6,2803,U,0
1,1,2018-03-14 12:00:00,109,2912,U,0
1,1,2018-03-14 17:00:00,45,2957,U,0
1,1,2018-03-14 18:00:00,6,2963,U,0
1,1,2018-03-14 19:00:00,9,2972,U,0
1,1,2018-03-14 20:00:00,0,2972,U,0
1,1,2018-03-15 09:00:00,143,3115,U,0
1,1,2018-03-15 10:00:00,2,3117,U,0
1,1,2018-03-15 11:00:00,10,3127,U,0
1,1,2018-03-15 12:00:00,0,3127,U,0
1,1,2018-03-15 13:00:00,0,3127,U,0
1,1,2018-03-15 14:00:00,15,3142,U,0
1,1,2018-03-15 15:00:00,0,3142,U,0
1,1,2018-03-15 16:00:00,2,3144,U,0
1,1,2018-03-15 17:00:00,8,3152,U,0
1,1,2018-03-15 18:00:00,5,3157,U,0
1,1,2018-03-15 19:00:00,4,3161,U,0
1,1,2018-03-15 20:00:00,2,3163,U,0
1,1,2018-03-16 01:00:00,11,3174,U,0
1,1,2018-03-16 02:00:00,0,3174,U,0
1,1,2018-03-16 03:00:00,0,3174,U,0
1,1,2018-03-16 04:00:00,0,3174,U,0
1,1,2018-03-16 05:00:00,0,3174,U,0
1,1,2018-03-16 06:00:00,0,3174,U,0
1,1,2018-03-16 07:00:00,9,3183,U,0
1,1,2018-03-16 08:00:00,11,3194,U,0
1,1,2018-03-16 13:00:00,14,3208,U,0
1,1,2018-03-16 14:00:00,1,3209,U,0
1,1,2018-03-16 15:00:00,0,3209,U,0
1,1,2018-03-16 16:00:00,0,3209,U,0
1,1,2018-03-16 17:00:00,60,3269,U,0
1,1,2018-03-16 18:00:00,60,3329,U,0
1,1,2018-03-16 19:00:00,6,3335,U,0
1,1,2018-03-16 20:00:00,5,3340,U,0
1,1,2018-03-16 21:00:00,0,3340,U,0
1,1,2018-03-16 22:00:00,27,3367,U,0
1,1,2018-03-16 23:00:00,74,3441,U,0
1,1,2018-03-17 00:00:00,11,3452,U,0
1,1,2018-03-17 01:00:00,0,3452,U,0
1,1,2018-03-17 02:00:00,0,3452,U,0
1,1,2018-03-17 03:00:00,0,3452,U,0
1,1,2018-03-17 04:00:00,0,3452,U,0
1,1,2018-03-17 09:00:00,113,3565,U,0
1,1,2018-03-17 10:00:00,27,3592,U,0
1,1,2018-03-17 11:00:00,91,3683,U,0
1,1,2018-03-17 12:00:00,13,3696,U,0
1,1,2018-03-17 17:00:00,39,3735,U,0
1,1,2018-03-17 18:00:00,2,3737,U,0
1,1,2018-03-17 19:00:00,27,3764,U,0
1,1,2018-03-17 20:00:00,54,3818,U,0
1,1,2018-03-17 21:00:00,82,3900,U,0
1,1,2018-03-17 22:00:00,24,3924,U,0
1,1,2018-03-17 23:00:00,0,3924,U,0
1,1,2018-03-18 00:00:00,7,3931,U,0
1,1,2018-03-18 05:00:00,10,3941,U,0
1,1,2018-03-18 06:00:00,0,3941,U,0
1,1,2018-03-18 07:00:00,0,3941,U,0
1,1,2018-03-18 08:00:00,21,3962,U,0
1,1,2018-03-18 13:00:00,20,3982,U,0
1,1,2018-03-18 14:00:00,0,3982,U,0
1,1,2018-03-18 15:00:00,0,3982,U,0
1,1,2018-03-18 16:00:00,0,3982,U,0
1,1,2018-03-18 17:00:00,0,3982,U,0
1,1,2018-03-18 18:00:00,0,3982,U,0
1,1,2018-03-18 19:00:00,0,3982,U,0
1,1,2018-03-18 20:00:00,53,4035,U,0
1,1,2018-03-19 01:00:00,15,4050,U,0
1,1,2018-03-19 02:00:00,0,4050,U,0
1,1,2018-03-19 03:00:00,0,4050,U,0
1,1,2018-03-19 04:00:00,0,4050,U,0
1,1,2018-03-19 05:00:00,0,4050,U,0
1,1,2018-03-19 06:00:00,0,4050,U,0
1,1,2018-03-19 07:00:00,0,4050,U,0
1,1,2018-03-19 08:00:00,0,4050,U,0
1,1,2018-03-19 13:00:00,54,4104,U,0
1,1,2018-03-19 14:00:00,1,4105,U,0
1,1,2018-03-19 15:00:00,0,4105,U,0
1,1,2018-03-19 16:00:00,0,4105,U,0
1,1,2018-03-19 17:00:00,0,4105,U,0
1,1,2018-03-19 18:00:00,0,4105,U,0
1,1,2018-03-19 19:00:00,0,4105,U,0
1,1,2018-03-19 20:00:00,0,4105,U,0
1,1,2018-03-19 21:00:00,0,4105,U,0
1,1,2018-03-19 22:00:00,0,4105,U,0
1,1,2018-03-19 23:00:00,61,4166,U,0
1,1,2018-03-20 00:00:00,2,4168,U,0
1,1,2018-03-20 01:00:00,7,4175,U,0
1,1,2018-03-20 02:00:00,0,4175,U,0
1,1,2018-03-20 03:00:00,7,4182,U,0
1,1,2018-03-20 04:00:00,0,4182,U,0
1,1,2018-03-20 05:00:00,0,4182,U,0
1,1,2018-03-20 06:00:00,0,4182,U,0
1,1,2018-03-20 07:00:00,0,4182,U,0
1,1,2018-03-20 08:00:00,0,4182,U,0
1,1,2018-03-20 09:00:00,14,4196,U,0
1,1,2018-03-20 10:00:00,0,4196,U,0
1,1,2018-03-20 11:00:00,0,4196,U,0
1,1,2018-03-20 12:00:00,0,4196,U,0
1,1,2018-03-20 17:00:00,11,4207,U,0
1,1,2018-03-20 18:00:00,57,4264,U,0
1,1,2018-03-20 19:00:00,7,4271,U,0
1,1,2018-03-20 20:00:00,0,4271,U,0
1,1,2018-03-21 05:00:00,131,4402,U,0
1,1,2018-03-21 06:00:00,7,4409,U,0
1,1,2018-03-21 07:00:00,0,4409,U,0
1,1,2018-03-21 08:00:00,9,4418,U,0
1,1,2018-03-21 13:00:00,38,4456,U,0
1,1,2018-03-21 14:00:00,0,4456,U,0
1,1,2018-03-21 15:00:00,9,4465,U,0
1,1,2018-03-21 16:00:00,50,4515,U,0
1,1,2018-03-22 05:00:00,35,4550,U,0
1,1,2018-03-22 06:00:00,0,4550,U,0
1,1,2018-03-22 07:00:00,0,4550,U,0
1,1,2018-03-22 08:00:00,1,4551,U,0
1,1,2018-03-22 13:00:00,30,4581,U,0
1,1,2018-03-22 14:00:00,35,4616,U,0
1,1,2018-03-22 15:00:00,0,4616,U,0
1,1,2018-03-22 16:00:00,0,4616,U,0
1,1,2018-03-23 01:00:00,49,4665,U,0
1,1,2018-03-23 02:00:00,0,4665,U,0
1,1,2018-03-23 03:00:00,0,4665,U,0
1,1,2018-03-23 04:00:00,0,4665,U,0
1,1,2018-03-24 09:00:00,205,4870,U,0
1,1,2018-03-24 10:00:00,0,4870,U,0
1,1,2018-03-24 11:00:00,0,4870,U,0
1,1,2018-03-24 12:00:00,0,4870,U,0
1,1,2018-03-24 17:00:00,0,4870,U,0
1,1,2018-03-24 18:00:00,0,4870,U,0
1,1,2018-03-24 19:00:00,23,4893,U,0
1,1,2018-03-24 20:00:00,0,4893,U,0
1,1,2018-03-25 01:00:00,0,4893,U,0
1,1,2018-03-25 02:00:00,0,4893,U,0
1,1,2018-03-25 03:00:00,21,4914,U,0
1,1,2018-03-25 04:00:00,0,4914,U,0
1,1,2018-03-25 05:00:00,0,4914,U,0
1,1,2018-03-25 06:00:00,0,4914,U,0
1,1,2018-03-25 07:00:00,0,4914,U,0
1,1,2018-03-25 08:00:00,0,4914,U,0
1,1,2018-03-25 13:00:00,56,4970,U,0
1,1,2018-03-25 14:00:00,0,4970,U,0
1,1,2018-03-25 15:00:00,7,4977,U,0
1,1,2018-03-25 16:00:00,1,4978,U,0
1,1,2018-03-25 21:00:00,14,4992,U,0
1,1,2018-03-25 22:00:00,0,4992,U,0
1,1,2018-03-25 23:00:00,0,4992,U,0
1,1,2018-03-26 00:00:00,8,5000,U,0
1,1,2018-03-26 01:00:00,0,5000,U,0
1,1,2018-03-26 02:00:00,0,5000,U,0
1,1,2018-03-26 03:00:00,0,5000,U,0
1,1,2018-03-26 04:00:00,0,5000,U,0
1,1,2018-03-26 05:00:00,0,5000,U,0
1,1,2018-03-26 06:00:00,0,5000,U,0
1,1,2018-03-26 07:00:00,0,5000,U,0
1,1,2018-03-26 08:00:00,4,5004,U,0
1,1,2018-03-26 13:00:00,109,5113,U,0
1,1,2018-03-26 14:00:00,0,5113,U,0
1,1,2018-03-26 15:00:00,0,5113,U,0
1,1,2018-03-26 16:00:00,0,5113,U,0
1,1,2018-03-26 21:00:00,14,5127,U,0
1,1,2018-03-26 22:00:00,0,5127,U,0
1,1,2018-03-26 23:00:00,0,5127,U,0
1,1,2018-03-27 00:00:00,0,5127,U,0
1,1,2018-03-27 06:00:00,7,5134,U,0
1,1,2018-03-27 07:00:00,0,5134,U,0
1,1,2018-03-27 08:00:00,0,5134,U,0
1,1,2018-03-27 09:00:00,0,5134,U,0
1,1,2018-03-27 10:00:00,0,5134,U,0
1,1,2018-03-27 11:00:00,7,5141,U,0
1,1,2018-03-27 12:00:00,0,5141,U,0
1,1,2018-03-27 13:00:00,8,5149,U,0
1,1,2018-03-28 02:00:00,102,5251,U,0
1,1,2018-03-28 03:00:00,0,5251,U,0
1,1,2018-03-28 04:00:00,0,5251,U,0
1,1,2018-03-28 05:00:00,0,5251,U,0
1,1,2018-03-28 14:00:00,33,5284,U,0
1,1,2018-03-28 15:00:00,0,5284,U,0
1,1,2018-03-28 16:00:00,1,5285,U,0
1,1,2018-03-28 17:00:00,0,5285,U,0
1,1,2018-03-29 06:00:00,56,5341,U,0
1,1,2018-03-29 07:00:00,0,5341,U,0
1,1,2018-03-29 08:00:00,3,5344,U,0
1,1,2018-03-29 09:00:00,0,5344,U,0
1,1,2018-03-29 10:00:00,12,5356,U,0
1,1,2018-03-29 11:00:00,109,5465,U,0
1,1,2018-03-29 12:00:00,16,5481,U,0
1,1,2018-03-29 13:00:00,0,5481,U,0
1,1,2018-03-29 22:00:00,65,5546,U,0
1,1,2018-03-29 23:00:00,12,5558,U,0
1,1,2018-03-30 00:00:00,1,5559,U,0
1,1,2018-03-30 01:00:00,49,5608,U,0
1,1,2018-03-30 06:00:00,0,5608,U,0
1,1,2018-03-30 07:00:00,6,5614,U,0
1,1,2018-03-30 08:00:00,3,5617,U,0
1,1,2018-03-30 09:00:00,2,5619,U,0
1,1,2018-03-30 18:00:00,127,5746,U,0
1,1,2018-03-30 19:00:00,0,5746,U,0
1,1,2018-03-30 20:00:00,0,5746,U,0
1,1,2018-03-30 21:00:00,0,5746,U,0
1,1,2018-03-30 22:00:00,2,5748,U,0
1,1,2018-03-30 23:00:00,0,5748,U,0
1,1,2018-03-31 00:00:00,9,5757,U,0
1,1,2018-03-31 01:00:00,0,5757,U,0
1,1,2018-03-31 02:00:00,8,5765,U,0
1,1,2018-03-31 03:00:00,0,5765,U,0
1,1,2018-03-31 04:00:00,0,5765,U,0
1,1,2018-03-31 05:00:00,0,5765,U,0
1,1,2018-03-31 14:00:00,45,5810,U,0
1,1,2018-03-31 15:00:00,8,5818,U,0
1,1,2018-03-31 16:00:00,1,5819,U,0
1,1,2018-03-31 17:00:00,11,5830,U,0
1,1,2018-03-31 18:00:00,0,5830,U,0
1,1,2018-03-31 19:00:00,18,5848,U,0
1,1,2018-03-31 20:00:00,0,5848,U,0
1,1,2018-03-31 21:00:00,0,5848,U,0
1,1,2018-03-31 22:00:00,42,5890,U,0
1,1,2018-03-31 23:00:00,11,5901,U,0
1,1,2018-04-01 00:00:00,0,5901,U,0
1,1,2018-04-01 01:00:00,0,5901,U,0
1,1,2018-04-01 10:00:00,19,5920,U,0
1,1,2018-04-01 11:00:00,87,6007,U,0
1,1,2018-04-01 12:00:00,27,6034,U,0
1,1,2018-04-01 13:00:00,1,6035,U,0
1,1,2018-04-02 02:00:00,95,6130,U,0
1,1,2018-04-02 03:00:00,0,6130,U,0
1,1,2018-04-02 04:00:00,0,6130,U,0
1,1,2018-04-02 05:00:00,0,6130,U,0
1,1,2018-04-02 06:00:00,0,6130,U,0
1,1,2018-04-02 07:00:00,0,6130,U,0
1,1,2018-04-02 08:00:00,0,6130,U,0
1,1,2018-04-02 09:00:00,1,6131,U,0
1,1,2018-04-02 14:00:00,175,6306,U,0
1,1,2018-04-02 15:00:00,0,6306,U,0
1,1,2018-04-02 16:00:00,0,6306,U,0
1,1,2018-04-02 17:00:00,0,6306,U,0
1,1,2018-04-02 18:00:00,0,6306,U,0
1,1,2018-04-02 19:00:00,0,6306,U,0
1,1,2018-04-02 20:00:00,24,6330,U,0
1,1,2018-04-02 21:00:00,0,6330,U,0
1,1,2018-04-02 22:00:00,49,6379,U,0
1,1,2018-04-02 23:00:00,0,6379,U,0
1,1,2018-04-03 00:00:00,8,6387,U,0
1,1,2018-04-03 01:00:00,0,6387,U,0
1,1,2018-04-03 02:00:00,0,6387,U,0
1,1,2018-04-03 03:00:00,6,6393,U,0
1,1,2018-04-03 04:00:00,0,6393,U,0
1,1,2018-04-03 05:00:00,0,6393,U,0
1,1,2018-04-03 10:00:00,4,6397,U,0
1,1,2018-04-03 11:00:00,24,6421,U,0
1,1,2018-04-03 12:00:00,7,6428,U,0
1,1,2018-04-03 13:00:00,15,6443,U,0
1,1,2018-04-04 02:00:00,76,6519,U,0
1,1,2018-04-04 03:00:00,0,6519,U,0
1,1,2018-04-04 04:00:00,0,6519,U,0
1,1,2018-04-04 05:00:00,0,6519,U,0
1,1,2018-04-04 10:00:00,37,6556,U,0
1,1,2018-04-04 11:00:00,7,6563,U,0
1,1,2018-04-04 12:00:00,1,6564,U,0
1,1,2018-04-04 13:00:00,0,6564,U,0
1,1,2018-04-04 18:00:00,120,6684,U,0
1,1,2018-04-04 19:00:00,9,6693,U,0
1,1,2018-04-04 20:00:00,0,6693,U,0
1,1,2018-04-04 21:00:00,0,6693,U,0
1,1,2018-04-04 22:00:00,9,6702,U,0
1,1,2018-04-04 23:00:00,0,6702,U,0
1,1,2018-04-05 00:00:00,8,6710,U,0
1,1,2018-04-05 01:00:00,1,6711,U,0
1,1,2018-04-05 06:00:00,0,6711,U,0
1,1,2018-04-05 07:00:00,0,6711,U,0
1,1,2018-04-05 08:00:00,12,6723,U,0
1,1,2018-04-05 09:00:00,0,6723,U,0
1,1,2018-04-05 10:00:00,11,6734,U,0
1,1,2018-04-05 11:00:00,9,6743,U,0
1,1,2018-04-05 12:00:00,9,6752,U,0
1,1,2018-04-05 13:00:00,10,6762,U,0
1,1,2018-04-05 22:00:00,102,6864,U,0
1,1,2018-04-05 23:00:00,11,6875,U,0
1,1,2018-04-06 00:00:00,4,6879,U,0
1,1,2018-04-06 01:00:00,7,6886,U,0
1,1,2018-04-06 02:00:00,0,6886,U,0
1,1,2018-04-06 03:00:00,0,6886,U,0
1,1,2018-04-06 04:00:00,0,6886,U,0
1,1,2018-04-06 05:00:00,0,6886,U,0
1,1,2018-04-06 06:00:00,0,6886,U,0
1,1,2018-04-06 07:00:00,0,6886,U,0
1,1,2018-04-06 08:00:00,21,6907,U,0
1,1,2018-04-06 09:00:00,0,6907,U,0
1,1,2018-04-06 14:00:00,10,6917,U,0
1,1,2018-04-06 15:00:00,0,6917,U,0
1,1,2018-04-06 16:00:00,0,6917,U,0
